Date,School,Class,Student Name,Status
2024-02-12,Nan Chiau Primary,P3-4,Isabelle Chua,Absent
2024-02-12,Nan Chiau Primary,P3-4,Javier Low,Present
2024-02-12,Nan Chiau Primary,P3-4,Dinesh Kumar,Present
2024-02-12,Nan Chiau Primary,P3-4,Kiran Raj,Present
2024-02-12,Nan Chiau Primary,P3-4,Nur Aisyah,Present
2024-02-13,Ai Tong School,P5-2,Benjamin Lee,Present
2024-02-13,Ai Tong School,P5-2,Goh Wei Jie,Present
2024-02-13,Ai Tong School,P5-2,Rachel Tan,Present
2024-02-13,Ai Tong School,P5-2,Lakshmi Devi,Present
2024-02-13,Ai Tong School,P5-2,Evelyn Ong,Present
2024-02-13,Ai Tong School,P5-2,Priscilla Koh,Absent
2024-02-13,Ai Tong School,P5-2,Aidan Tan,Present
2024-02-13,Ai Tong School,P5-2,Nur Aisyah,Present
2024-02-13,Ai Tong School,P4-2,Mohammed Irfan,Present
2024-02-13,Ai Tong School,P4-2,Aidan Tan,Present
2024-02-13,Ai Tong School,P4-2,Priscilla Koh,Present
2024-02-13,Ai Tong School,P4-2,Ong Kai Wen,Present
2024-02-13,Ai Tong School,P4-2,Lakshmi Devi,Present
2024-02-13,Ai Tong School,P4-2,Kiran Raj,Present
2024-02-13,Ai Tong School,P4-2,Nur Aisyah,Present
2024-02-13,Ai Tong School,P4-2,Isabelle Chua,Absent
2024-02-13,Henry Park Primary,P2-1,Quek Jun Hao,Present
2024-02-13,Henry Park Primary,P2-1,Lakshmi Devi,Present
2024-02-13,Henry Park Primary,P2-1,Ong Kai Wen,Present
2024-02-13,Henry Park Primary,P2-1,Samuel Goh,Present
2024-02-13,Henry Park Primary,P2-1,Nur Aisyah,Present
2024-02-13,Henry Park Primary,P2-1,Dinesh Kumar,Present
2024-02-13,Henry Park Primary,P2-1,Priscilla Koh,Present
2024-02-13,Henry Park Primary,P2-1,Aidan Tan,Present
2024-02-13,Henry Park Primary,P6-4,Priscilla Koh,Present
2024-02-13,Henry Park Primary,P6-4,Farah Binte Ali,Present
2024-02-13,Henry Park Primary,P6-4,Benjamin Lee,Present
2024-02-13,Henry Park Primary,P6-4,Tan Wei Ling,Present
2024-02-13,Henry Park Primary,P6-4,Mohammed Irfan,Present
2024-02-13,Henry Park Primary,P6-4,Lakshmi Devi,Present
2024-02-13,Henry Park Primary,P6-4,Goh Wei Jie,Present
2024-02-13,Henry Park Primary,P6-4,Dinesh Kumar,Present
2024-02-13,Nan Chiau Primary,P6-1,Lakshmi Devi,Present
2024-02-13,Nan Chiau Primary,P6-1,Goh Wei Jie,Present
2024-02-13,Nan Chiau Primary,P6-1,Priscilla Koh,Present
2024-02-13,Nan Chiau Primary,P6-1,Mohammed Irfan,Present
2024-02-13,Nan Chiau Primary,P6-1,Tan Wei Ling,Present
2024-02-13,Nan Chiau Primary,P6-1,Isabelle Chua,Present
2024-02-13,Nan Chiau Primary,P6-1,Cheryl Lim,Present
2024-02-13,Nan Chiau Primary,P6-1,Aidan Tan,Present
2024-02-13,Nan Chiau Primary,P4-3,Nur Aisyah,Absent
2024-02-13,Nan Chiau Primary,P4-3,Tan Wei Ling,Present
2024-02-13,Nan Chiau Primary,P4-3,Mohammed Irfan,Absent
2024-02-13,Nan Chiau Primary,P4-3,Rachel Tan,Present
2024-02-13,Nan Chiau Primary,P4-3,Farah Binte Ali,Present
2024-02-13,Nan Chiau Primary,P4-3,Goh Wei Jie,Present
2024-02-13,Nan Chiau Primary,P4-3,Lakshmi Devi,Present
2024-02-13,Nan Chiau Primary,P4-3,Evelyn Ong,Absent
2024-02-14,Ai Tong School,P2-4,Priscilla Koh,Present
2024-02-14,Ai Tong School,P2-4,Dinesh Kumar,Present
2024-02-14,Ai Tong School,P2-4,Evelyn Ong,Present
2024-02-14,Ai Tong School,P2-4,Nur Aisyah,Absent
2024-02-14,Ai Tong School,P2-4,Kiran Raj,Present
2024-02-14,Ai Tong School,P2-4,Samuel Goh,Present
2024-02-14,Ai Tong School,P2-4,Javier Low,Present
2024-02-14,Ai Tong School,P2-4,Farah Binte Ali,Present
2024-02-14,Ai Tong School,P2-3,Quek Jun Hao,Present
2024-02-14,Ai Tong School,P2-3,Cheryl Lim,Present
2024-02-14,Ai Tong School,P2-3,Mohammed Irfan,Present
2024-02-14,Ai Tong School,P2-3,Javier Low,Present
2024-02-14,Ai Tong School,P2-3,Tan Wei Ling,Present
2024-02-14,Ai Tong School,P2-3,Farah Binte Ali,Absent
2024-02-14,Ai Tong School,P2-3,Dinesh Kumar,Present
2024-02-14,Ai Tong School,P2-3,Benjamin Lee,Present
2024-02-14,CHIJ St Nicholas,P2-3,Lakshmi Devi,Present
2024-02-14,CHIJ St Nicholas,P2-3,Cheryl Lim,Present
2024-02-14,CHIJ St Nicholas,P2-3,Ong Kai Wen,Present
2024-02-14,CHIJ St Nicholas,P2-3,Priscilla Koh,Present
2024-02-14,CHIJ St Nicholas,P2-3,Isabelle Chua,Present
2024-02-14,CHIJ St Nicholas,P2-3,Goh Wei Jie,Absent
2024-02-14,CHIJ St Nicholas,P2-3,Quek Jun Hao,Present
2024-02-14,CHIJ St Nicholas,P2-3,Farah Binte Ali,Present
2024-02-14,CHIJ St Nicholas,P3-1,Mohammed Irfan,Present
2024-02-14,CHIJ St Nicholas,P3-1,Cheryl Lim,Present
2024-02-14,CHIJ St Nicholas,P3-1,Evelyn Ong,Present
2024-02-14,CHIJ St Nicholas,P3-1,Javier Low,Absent
2024-02-14,CHIJ St Nicholas,P3-1,Hannah Ng,Present
2024-02-14,CHIJ St Nicholas,P3-1,Goh Wei Jie,Present
2024-02-14,CHIJ St Nicholas,P3-1,Samuel Goh,Present
2024-02-14,CHIJ St Nicholas,P3-1,Lakshmi Devi,Present
2024-02-14,Tampines Primary,P5-2,Quek Jun Hao,Present
2024-02-14,Tampines Primary,P5-2,Mohammed Irfan,Present
2024-02-14,Tampines Primary,P5-2,Hannah Ng,Present
2024-02-14,Tampines Primary,P5-2,Samuel Goh,Present
2024-02-14,Tampines Primary,P5-2,Aidan Tan,Present
2024-02-14,Tampines Primary,P5-2,Rachel Tan,Present
2024-02-14,Tampines Primary,P5-2,Kiran Raj,Present
2024-02-14,Tampines Primary,P5-2,Priscilla Koh,Present
2024-02-14,Tampines Primary,P2-2,Benjamin Lee,Present
2024-02-14,Tampines Primary,P2-2,Javier Low,Present
2024-02-14,Tampines Primary,P2-2,Isabelle Chua,Present
2024-02-14,Tampines Primary,P2-2,Ong Kai Wen,Present
2024-02-14,Tampines Primary,P2-2,Nur Aisyah,Present
2024-02-14,Tampines Primary,P2-2,Evelyn Ong,Present
2024-02-14,Tampines Primary,P2-2,Samuel Goh,Present
2024-02-14,Tampines Primary,P2-2,Quek Jun Hao,Present
2024-02-15,Nan Chiau Primary,P5-4,Javier Low,Present
2024-02-15,Nan Chiau Primary,P5-4,Cheryl Lim,Present
2024-02-15,Nan Chiau Primary,P5-4,Nur Aisyah,Present
2024-02-15,Nan Chiau Primary,P5-4,Lakshmi Devi,Present
2024-02-15,Nan Chiau Primary,P5-4,Mohammed Irfan,Present
2024-02-15,Nan Chiau Primary,P5-4,Quek Jun Hao,Present
2024-02-15,Nan Chiau Primary,P5-4,Tan Wei Ling,Present
2024-02-15,Nan Chiau Primary,P5-4,Hannah Ng,Present
2024-02-15,Nan Chiau Primary,P1-1,Dinesh Kumar,Present
2024-02-15,Nan Chiau Primary,P1-1,Benjamin Lee,Present
2024-02-15,Nan Chiau Primary,P1-1,Goh Wei Jie,Present
2024-02-15,Nan Chiau Primary,P1-1,Nur Aisyah,Present
2024-02-15,Nan Chiau Primary,P1-1,Rachel Tan,Present
2024-02-15,Nan Chiau Primary,P1-1,Ong Kai Wen,Present
2024-02-15,Nan Chiau Primary,P1-1,Evelyn Ong,Present
2024-02-15,Nan Chiau Primary,P1-1,Cheryl Lim,Absent
2024-02-15,CHIJ St Nicholas,P2-2,Ong Kai Wen,Absent
2024-02-15,CHIJ St Nicholas,P2-2,Tan Wei Ling,Present
2024-02-15,CHIJ St Nicholas,P2-2,Benjamin Lee,Present
2024-02-15,CHIJ St Nicholas,P2-2,Cheryl Lim,Present
2024-02-15,CHIJ St Nicholas,P2-2,Rachel Tan,Present
2024-02-15,CHIJ St Nicholas,P2-2,Goh Wei Jie,Present
2024-02-15,CHIJ St Nicholas,P2-2,Mohammed Irfan,Present
2024-02-15,CHIJ St Nicholas,P2-2,Farah Binte Ali,Present
2024-02-15,CHIJ St Nicholas,P5-1,Aidan Tan,Present
2024-02-15,CHIJ St Nicholas,P5-1,Hannah Ng,Present
2024-02-15,CHIJ St Nicholas,P5-1,Farah Binte Ali,Absent
2024-02-15,CHIJ St Nicholas,P5-1,Ong Kai Wen,Present
2024-02-15,CHIJ St Nicholas,P5-1,Dinesh Kumar,Present
2024-02-15,CHIJ St Nicholas,P5-1,Nur Aisyah,Present
2024-02-15,CHIJ St Nicholas,P5-1,Lakshmi Devi,Present
2024-02-15,CHIJ St Nicholas,P5-1,Priscilla Koh,Present
2024-02-15,Tampines Primary,P6-3,Isabelle Chua,Present
2024-02-15,Tampines Primary,P6-3,Tan Wei Ling,Absent
2024-02-15,Tampines Primary,P6-3,Samuel Goh,Present
2024-02-15,Tampines Primary,P6-3,Quek Jun Hao,Present
2024-02-15,Tampines Primary,P6-3,Farah Binte Ali,Absent
2024-02-15,Tampines Primary,P6-3,Hannah Ng,Present
2024-02-15,Tampines Primary,P6-3,Benjamin Lee,Present
2024-02-15,Tampines Primary,P6-3,Dinesh Kumar,Present
2024-02-15,Tampines Primary,P5-3,Priscilla Koh,Present
2024-02-15,Tampines Primary,P5-3,Evelyn Ong,Present
2024-02-15,Tampines Primary,P5-3,Goh Wei Jie,Present
2024-02-15,Tampines Primary,P5-3,Benjamin Lee,Present
2024-02-15,Tampines Primary,P5-3,Hannah Ng,Present
2024-02-15,Tampines Primary,P5-3,Javier Low,Present
2024-02-15,Tampines Primary,P5-3,Aidan Tan,Present
2024-02-15,Tampines Primary,P5-3,Ong Kai Wen,Present
2024-02-16,Raffles Institution,P5-1,Nur Aisyah,Present
2024-02-16,Raffles Institution,P5-1,Quek Jun Hao,Present
2024-02-16,Raffles Institution,P5-1,Javier Low,Present
2024-02-16,Raffles Institution,P5-1,Mohammed Irfan,Present
2024-02-16,Raffles Institution,P5-1,Kiran Raj,Absent
2024-02-16,Raffles Institution,P5-1,Samuel Goh,Present
2024-02-16,Raffles Institution,P5-1,Rachel Tan,Present
2024-02-16,Raffles Institution,P5-1,Priscilla Koh,Present
2024-02-16,Raffles Institution,P6-3,Farah Binte Ali,Present
2024-02-16,Raffles Institution,P6-3,Lakshmi Devi,Present
2024-02-16,Raffles Institution,P6-3,Evelyn Ong,Present
2024-02-16,Raffles Institution,P6-3,Priscilla Koh,Present
2024-02-16,Raffles Institution,P6-3,Dinesh Kumar,Present
2024-02-16,Raffles Institution,P6-3,Rachel Tan,Present
2024-02-16,Raffles Institution,P6-3,Cheryl Lim,Present
2024-02-16,Raffles Institution,P6-3,Ong Kai Wen,Present
2024-02-16,Henry Park Primary,P5-2,Dinesh Kumar,Present
2024-02-16,Henry Park Primary,P5-2,Samuel Goh,Present
2024-02-16,Henry Park Primary,P5-2,Farah Binte Ali,Present
2024-02-16,Henry Park Primary,P5-2,Benjamin Lee,Present
2024-02-16,Henry Park Primary,P5-2,Tan Wei Ling,Absent
2024-02-16,Henry Park Primary,P5-2,Mohammed Irfan,Present
2024-02-16,Henry Park Primary,P5-2,Aidan Tan,Present
2024-02-16,Henry Park Primary,P5-2,Kiran Raj,Present
2024-02-16,Henry Park Primary,P1-4,Javier Low,Present
2024-02-16,Henry Park Primary,P1-4,Nur Aisyah,Present
2024-02-16,Henry Park Primary,P1-4,Priscilla Koh,Absent
2024-02-16,Henry Park Primary,P1-4,Evelyn Ong,Present
2024-02-16,Henry Park Primary,P1-4,Goh Wei Jie,Present
2024-02-16,Henry Park Primary,P1-4,Ong Kai Wen,Present
2024-02-16,Henry Park Primary,P1-4,Hannah Ng,Absent
2024-02-16,Henry Park Primary,P1-4,Mohammed Irfan,Present
2024-02-16,Nan Chiau Primary,P3-4,Hannah Ng,Present
2024-02-16,Nan Chiau Primary,P3-4,Cheryl Lim,Present
2024-02-16,Nan Chiau Primary,P3-4,Rachel Tan,Absent
2024-02-16,Nan Chiau Primary,P3-4,Aidan Tan,Present
2024-02-16,Nan Chiau Primary,P3-4,Nur Aisyah,Present
2024-02-16,Nan Chiau Primary,P3-4,Dinesh Kumar,Present
2024-02-16,Nan Chiau Primary,P3-4,Priscilla Koh,Present
2024-02-16,Nan Chiau Primary,P3-4,Goh Wei Jie,Present
2024-02-16,Nan Chiau Primary,P4-4,Ong Kai Wen,Present
2024-02-16,Nan Chiau Primary,P4-4,Benjamin Lee,Present
2024-02-16,Nan Chiau Primary,P4-4,Goh Wei Jie,Present
2024-02-16,Nan Chiau Primary,P4-4,Priscilla Koh,Absent
2024-02-16,Nan Chiau Primary,P4-4,Quek Jun Hao,Present
2024-02-16,Nan Chiau Primary,P4-4,Hannah Ng,Present
2024-02-16,Nan Chiau Primary,P4-4,Kiran Raj,Present
2024-02-16,Nan Chiau Primary,P4-4,Lakshmi Devi,Present
2024-02-17,Nan Chiau Primary,P3-4,Kiran Raj,Absent
2024-02-17,Nan Chiau Primary,P3-4,Cheryl Lim,Present
2024-02-17,Nan Chiau Primary,P3-4,Dinesh Kumar,Present
2024-02-17,Nan Chiau Primary,P3-4,Hannah Ng,Present
2024-02-17,Nan Chiau Primary,P3-4,Aidan Tan,Present
2024-02-17,Nan Chiau Primary,P3-4,Javier Low,Present
2024-02-17,Nan Chiau Primary,P3-4,Farah Binte Ali,Present
2024-02-17,Nan Chiau Primary,P3-4,Isabelle Chua,Present
2024-02-17,Nan Chiau Primary,P6-2,Benjamin Lee,Present
2024-02-17,Nan Chiau Primary,P6-2,Aidan Tan,Present
2024-02-17,Nan Chiau Primary,P6-2,Quek Jun Hao,Present
2024-02-17,Nan Chiau Primary,P6-2,Rachel Tan,Present
2024-02-17,Nan Chiau Primary,P6-2,Javier Low,Present
2024-02-17,Nan Chiau Primary,P6-2,Samuel Goh,Present
2024-02-17,Nan Chiau Primary,P6-2,Kiran Raj,Present
2024-02-17,Nan Chiau Primary,P6-2,Lakshmi Devi,Present
2024-02-17,Ai Tong School,P1-1,Rachel Tan,Present
2024-02-17,Ai Tong School,P1-1,Farah Binte Ali,Present
2024-02-17,Ai Tong School,P1-1,Aidan Tan,Present
2024-02-17,Ai Tong School,P1-1,Kiran Raj,Absent
2024-02-17,Ai Tong School,P1-1,Priscilla Koh,Present
2024-02-17,Ai Tong School,P1-1,Goh Wei Jie,Absent
2024-02-17,Ai Tong School,P1-1,Tan Wei Ling,Present
2024-02-17,Ai Tong School,P1-1,Dinesh Kumar,Present
2024-02-17,Ai Tong School,P2-2,Samuel Goh,Present
2024-02-17,Ai Tong School,P2-2,Priscilla Koh,Present
2024-02-17,Ai Tong School,P2-2,Farah Binte Ali,Present
2024-02-17,Ai Tong School,P2-2,Kiran Raj,Present
2024-02-17,Ai Tong School,P2-2,Quek Jun Hao,Present
2024-02-17,Ai Tong School,P2-2,Evelyn Ong,Present
2024-02-17,Ai Tong School,P2-2,Tan Wei Ling,Present
2024-02-17,Ai Tong School,P2-2,Aidan Tan,Present
2024-02-17,Henry Park Primary,P5-3,Priscilla Koh,Present
2024-02-17,Henry Park Primary,P5-3,Aidan Tan,Present
2024-02-17,Henry Park Primary,P5-3,Dinesh Kumar,Present
2024-02-17,Henry Park Primary,P5-3,Hannah Ng,Present
2024-02-17,Henry Park Primary,P5-3,Lakshmi Devi,Present
2024-02-17,Henry Park Primary,P5-3,Ong Kai Wen,Present
2024-02-17,Henry Park Primary,P5-3,Cheryl Lim,Present
2024-02-17,Henry Park Primary,P5-3,Farah Binte Ali,Present
2024-02-17,Henry Park Primary,P3-2,Goh Wei Jie,Present
2024-02-17,Henry Park Primary,P3-2,Hannah Ng,Present
2024-02-17,Henry Park Primary,P3-2,Dinesh Kumar,Present
2024-02-17,Henry Park Primary,P3-2,Rachel Tan,Absent
2024-02-17,Henry Park Primary,P3-2,Priscilla Koh,Present
2024-02-17,Henry Park Primary,P3-2,Tan Wei Ling,Present
2024-02-17,Henry Park Primary,P3-2,Nur Aisyah,Present
2024-02-17,Henry Park Primary,P3-2,Samuel Goh,Present
2024-02-18,Raffles Institution,P3-3,Hannah Ng,Present
2024-02-18,Raffles Institution,P3-3,Goh Wei Jie,Present
2024-02-18,Raffles Institution,P3-3,Javier Low,Present
2024-02-18,Raffles Institution,P3-3,Samuel Goh,Present
2024-02-18,Raffles Institution,P3-3,Nur Aisyah,Present
2024-02-18,Raffles Institution,P3-3,Aidan Tan,Present
2024-02-18,Raffles Institution,P3-3,Ong Kai Wen,Present
2024-02-18,Raffles Institution,P3-3,Evelyn Ong,Present
2024-02-18,Raffles Institution,P3-1,Cheryl Lim,Present
2024-02-18,Raffles Institution,P3-1,Kiran Raj,Present
2024-02-18,Raffles Institution,P3-1,Nur Aisyah,Present
2024-02-18,Raffles Institution,P3-1,Priscilla Koh,Present
2024-02-18,Raffles Institution,P3-1,Quek Jun Hao,Absent
2024-02-18,Raffles Institution,P3-1,Farah Binte Ali,Present
2024-02-18,Raffles Institution,P3-1,Rachel Tan,Present
2024-02-18,Raffles Institution,P3-1,Lakshmi Devi,Present
2024-02-18,Ai Tong School,P3-3,Goh Wei Jie,Absent
2024-02-18,Ai Tong School,P3-3,Dinesh Kumar,Present
2024-02-18,Ai Tong School,P3-3,Nur Aisyah,Present
2024-02-18,Ai Tong School,P3-3,Javier Low,Present
2024-02-18,Ai Tong School,P3-3,Aidan Tan,Absent
2024-02-18,Ai Tong School,P3-3,Samuel Goh,Present
2024-02-18,Ai Tong School,P3-3,Ong Kai Wen,Present
2024-02-18,Ai Tong School,P3-3,Farah Binte Ali,Present
2024-02-18,Ai Tong School,P6-4,Ong Kai Wen,Present
2024-02-18,Ai Tong School,P6-4,Samuel Goh,Present
2024-02-18,Ai Tong School,P6-4,Dinesh Kumar,Present
2024-02-18,Ai Tong School,P6-4,Tan Wei Ling,Present
2024-02-18,Ai Tong School,P6-4,Evelyn Ong,Present
2024-02-18,Ai Tong School,P6-4,Quek Jun Hao,Present
2024-02-18,Ai Tong School,P6-4,Javier Low,Present
2024-02-18,Ai Tong School,P6-4,Nur Aisyah,Present
2024-02-18,Nan Chiau Primary,P5-2,Quek Jun Hao,Present
2024-02-18,Nan Chiau Primary,P5-2,Hannah Ng,Present
2024-02-18,Nan Chiau Primary,P5-2,Tan Wei Ling,Present
2024-02-18,Nan Chiau Primary,P5-2,Farah Binte Ali,Present
2024-02-18,Nan Chiau Primary,P5-2,Samuel Goh,Present
2024-02-18,Nan Chiau Primary,P5-2,Nur Aisyah,Absent
2024-02-18,Nan Chiau Primary,P5-2,Benjamin Lee,Present
2024-02-18,Nan Chiau Primary,P5-2,Kiran Raj,Present
2024-02-18,Nan Chiau Primary,P6-2,Farah Binte Ali,Absent
2024-02-18,Nan Chiau Primary,P6-2,Tan Wei Ling,Present
2024-02-18,Nan Chiau Primary,P6-2,Hannah Ng,Present
2024-02-18,Nan Chiau Primary,P6-2,Rachel Tan,Present
2024-02-18,Nan Chiau Primary,P6-2,Kiran Raj,Absent
2024-02-18,Nan Chiau Primary,P6-2,Samuel Goh,Present
2024-02-18,Nan Chiau Primary,P6-2,Isabelle Chua,Absent
2024-02-18,Nan Chiau Primary,P6-2,Priscilla Koh,Present
2024-02-19,Ai Tong School,P1-3,Tan Wei Ling,Absent
2024-02-19,Ai Tong School,P1-3,Nur Aisyah,Present
2024-02-19,Ai Tong School,P1-3,Javier Low,Present
2024-02-19,Ai Tong School,P1-3,Samuel Goh,Present
2024-02-19,Ai Tong School,P1-3,Isabelle Chua,Present
2024-02-19,Ai Tong School,P1-3,Lakshmi Devi,Present
2024-02-19,Ai Tong School,P1-3,Mohammed Irfan,Present
2024-02-19,Ai Tong School,P1-3,Quek Jun Hao,Absent
2024-02-19,Ai Tong School,P3-1,Goh Wei Jie,Present
2024-02-19,Ai Tong School,P3-1,Benjamin Lee,Present
2024-02-19,Ai Tong School,P3-1,Kiran Raj,Absent
2024-02-19,Ai Tong School,P3-1,Farah Binte Ali,Present
2024-02-19,Ai Tong School,P3-1,Mohammed Irfan,Present
2024-02-19,Ai Tong School,P3-1,Lakshmi Devi,Present
2024-02-19,Ai Tong School,P3-1,Quek Jun Hao,Present
2024-02-19,Ai Tong School,P3-1,Rachel Tan,Present
2024-02-19,Nan Chiau Primary,P2-3,Aidan Tan,Present
2024-02-19,Nan Chiau Primary,P2-3,Goh Wei Jie,Present
2024-02-19,Nan Chiau Primary,P2-3,Javier Low,Present
2024-02-19,Nan Chiau Primary,P2-3,Hannah Ng,Present
2024-02-19,Nan Chiau Primary,P2-3,Quek Jun Hao,Present
2024-02-19,Nan Chiau Primary,P2-3,Rachel Tan,Present
2024-02-19,Nan Chiau Primary,P2-3,Nur Aisyah,Present
2024-02-19,Nan Chiau Primary,P2-3,Dinesh Kumar,Present
2024-02-19,Nan Chiau Primary,P2-2,Rachel Tan,Present
2024-02-19,Nan Chiau Primary,P2-2,Kiran Raj,Present
2024-02-19,Nan Chiau Primary,P2-2,Nur Aisyah,Present
2024-02-19,Nan Chiau Primary,P2-2,Hannah Ng,Present
2024-02-19,Nan Chiau Primary,P2-2,Tan Wei Ling,Present
2024-02-19,Nan Chiau Primary,P2-2,Samuel Goh,Present
2024-02-19,Nan Chiau Primary,P2-2,Ong Kai Wen,Present
2024-02-19,Nan Chiau Primary,P2-2,Goh Wei Jie,Present
2024-02-19,Tampines Primary,P1-1,Goh Wei Jie,Present
2024-02-19,Tampines Primary,P1-1,Dinesh Kumar,Present
2024-02-19,Tampines Primary,P1-1,Aidan Tan,Present
2024-02-19,Tampines Primary,P1-1,Quek Jun Hao,Present
2024-02-19,Tampines Primary,P1-1,Ong Kai Wen,Present
2024-02-19,Tampines Primary,P1-1,Priscilla Koh,Present
2024-02-19,Tampines Primary,P1-1,Hannah Ng,Present
2024-02-19,Tampines Primary,P1-1,Javier Low,Present
2024-02-19,Tampines Primary,P6-2,Cheryl Lim,Present
2024-02-19,Tampines Primary,P6-2,Kiran Raj,Present
2024-02-19,Tampines Primary,P6-2,Aidan Tan,Present
2024-02-19,Tampines Primary,P6-2,Mohammed Irfan,Absent
2024-02-19,Tampines Primary,P6-2,Priscilla Koh,Present
2024-02-19,Tampines Primary,P6-2,Goh Wei Jie,Present
2024-02-19,Tampines Primary,P6-2,Samuel Goh,Present
2024-02-19,Tampines Primary,P6-2,Rachel Tan,Present
2024-02-20,Henry Park Primary,P6-3,Samuel Goh,Present
2024-02-20,Henry Park Primary,P6-3,Mohammed Irfan,Present
2024-02-20,Henry Park Primary,P6-3,Tan Wei Ling,Present
2024-02-20,Henry Park Primary,P6-3,Farah Binte Ali,Present
2024-02-20,Henry Park Primary,P6-3,Priscilla Koh,Present
2024-02-20,Henry Park Primary,P6-3,Isabelle Chua,Present
2024-02-20,Henry Park Primary,P6-3,Javier Low,Present
2024-02-20,Henry Park Primary,P6-3,Dinesh Kumar,Present
2024-02-20,Henry Park Primary,P6-1,Aidan Tan,Present
2024-02-20,Henry Park Primary,P6-1,Kiran Raj,Present
2024-02-20,Henry Park Primary,P6-1,Goh Wei Jie,Present
2024-02-20,Henry Park Primary,P6-1,Javier Low,Present
2024-02-20,Henry Park Primary,P6-1,Hannah Ng,Present
2024-02-20,Henry Park Primary,P6-1,Farah Binte Ali,Present
2024-02-20,Henry Park Primary,P6-1,Dinesh Kumar,Present
2024-02-20,Henry Park Primary,P6-1,Quek Jun Hao,Present
2024-02-20,Tampines Primary,P3-1,Aidan Tan,Present
2024-02-20,Tampines Primary,P3-1,Nur Aisyah,Present
2024-02-20,Tampines Primary,P3-1,Quek Jun Hao,Present
2024-02-20,Tampines Primary,P3-1,Evelyn Ong,Absent
2024-02-20,Tampines Primary,P3-1,Rachel Tan,Present
2024-02-20,Tampines Primary,P3-1,Goh Wei Jie,Present
2024-02-20,Tampines Primary,P3-1,Kiran Raj,Present
2024-02-20,Tampines Primary,P3-1,Cheryl Lim,Present
2024-02-20,Tampines Primary,P6-2,Samuel Goh,Absent
2024-02-20,Tampines Primary,P6-2,Aidan Tan,Present
2024-02-20,Tampines Primary,P6-2,Quek Jun Hao,Present
2024-02-20,Tampines Primary,P6-2,Hannah Ng,Present
2024-02-20,Tampines Primary,P6-2,Lakshmi Devi,Present
2024-02-20,Tampines Primary,P6-2,Priscilla Koh,Present
2024-02-20,Tampines Primary,P6-2,Isabelle Chua,Present
2024-02-20,Tampines Primary,P6-2,Mohammed Irfan,Present
2024-02-20,CHIJ St Nicholas,P3-1,Mohammed Irfan,Present
2024-02-20,CHIJ St Nicholas,P3-1,Samuel Goh,Present
2024-02-20,CHIJ St Nicholas,P3-1,Priscilla Koh,Present
2024-02-20,CHIJ St Nicholas,P3-1,Rachel Tan,Present
2024-02-20,CHIJ St Nicholas,P3-1,Quek Jun Hao,Present
2024-02-20,CHIJ St Nicholas,P3-1,Evelyn Ong,Present
2024-02-20,CHIJ St Nicholas,P3-1,Ong Kai Wen,Present
2024-02-20,CHIJ St Nicholas,P3-1,Lakshmi Devi,Present
2024-02-20,CHIJ St Nicholas,P1-4,Aidan Tan,Present
2024-02-20,CHIJ St Nicholas,P1-4,Dinesh Kumar,Present
2024-02-20,CHIJ St Nicholas,P1-4,Javier Low,Present
2024-02-20,CHIJ St Nicholas,P1-4,Benjamin Lee,Present
2024-02-20,CHIJ St Nicholas,P1-4,Tan Wei Ling,Present
2024-02-20,CHIJ St Nicholas,P1-4,Samuel Goh,Present
2024-02-20,CHIJ St Nicholas,P1-4,Ong Kai Wen,Present
2024-02-20,CHIJ St Nicholas,P1-4,Goh Wei Jie,Present
2024-02-21,Ai Tong School,P2-3,Ong Kai Wen,Present
2024-02-21,Ai Tong School,P2-3,Aidan Tan,Present
2024-02-21,Ai Tong School,P2-3,Samuel Goh,Present
2024-02-21,Ai Tong School,P2-3,Javier Low,Present
2024-02-21,Ai Tong School,P2-3,Kiran Raj,Present
2024-02-21,Ai Tong School,P2-3,Priscilla Koh,Present
2024-02-21,Ai Tong School,P2-3,Tan Wei Ling,Present
2024-02-21,Ai Tong School,P2-3,Nur Aisyah,Present
2024-02-21,Ai Tong School,P1-2,Samuel Goh,Present
2024-02-21,Ai Tong School,P1-2,Hannah Ng,Present
2024-02-21,Ai Tong School,P1-2,Dinesh Kumar,Present
2024-02-21,Ai Tong School,P1-2,Benjamin Lee,Present
2024-02-21,Ai Tong School,P1-2,Evelyn Ong,Present
2024-02-21,Ai Tong School,P1-2,Aidan Tan,Present
2024-02-21,Ai Tong School,P1-2,Tan Wei Ling,Present
2024-02-21,Ai Tong School,P1-2,Priscilla Koh,Present
2024-02-21,Tampines Primary,P4-4,Tan Wei Ling,Present
2024-02-21,Tampines Primary,P4-4,Hannah Ng,Present
2024-02-21,Tampines Primary,P4-4,Benjamin Lee,Present
2024-02-21,Tampines Primary,P4-4,Priscilla Koh,Present
2024-02-21,Tampines Primary,P4-4,Farah Binte Ali,Absent
2024-02-21,Tampines Primary,P4-4,Kiran Raj,Present
2024-02-21,Tampines Primary,P4-4,Quek Jun Hao,Present
2024-02-21,Tampines Primary,P4-4,Goh Wei Jie,Present
2024-02-21,Tampines Primary,P1-4,Samuel Goh,Present
2024-02-21,Tampines Primary,P1-4,Kiran Raj,Present
2024-02-21,Tampines Primary,P1-4,Priscilla Koh,Present
2024-02-21,Tampines Primary,P1-4,Rachel Tan,Present
2024-02-21,Tampines Primary,P1-4,Dinesh Kumar,Present
